,Judul,Url,Bahan,Step,clean
959,Resep Tahu Tek Surabaya,https://resepkoki.id/resep/resep-tahu-tek-surabaya/," Tahu, rebus sebentar  -  4 potong Kentang, rebus hingga matang  -  2 buah Telur, kocok lepas  -  1 butir Lontong   -  secukupnya Minyak goreng   -  secukupnya Petis hitam  -  3 sdm Kacang tanah goreng  -  3 sdm Bawang putih  -  1 siung cabai rawit (optional)  -  3 buah Kecap manis  -  2 sdm Garam  -  1/2 sdt Air matang  -  secukupnya Kerupuk   -  secukupnya","Panaskan minyak, goreng tahu dan kentang yang sudah direbus sebelumnya. Goreng sebentar saja. Sisihkan.Kocok lepas telur, kemudian buat telur dadar. Sisihkan.Ulek kacang tanah, bawang putih, cabe dan garam. Tambahkan petis dan kecap manis, ulek terus hingga rata. Tuang air sedikit demi sedikit hingga kekentalan bumbu yang diharapkan.1. Potong-potong lontong, tahu goreng, kentang serta telur dadar, susun di piring saji. Siram di atasnya dengan bumbu.1. Sebaiknya tauge dicelup sebentar dalam air mendidih sebelum disajikan","['kacang tanah', 'telur', 'kerupuk', 'lontong', 'cabai rawit', 'tahu', 'kecap manis', 'hitam', 'bawang putih', 'petis', 'kentang']"
960,Resep Onion Rings,https://resepkoki.id/resep/resep-onion-rings/," Bawang bombay, iris  -  2 buah Minyak untuk menggoreng  -  secukupnya Parsley kering (optional)  -  secukupnya Putih telur  -  1 butir Lada hitam bubuk  -  1/2 sdt Tepung tapioka  -  1 sdm Tepung bumbu serbaguna  -  1 sdm Air   -  1 sdm Tepung bumbu serbaguna  -  4 sdm Lihat Resep Versi  ","Campur semua bahan bumbu basah hingga merataPanaskan banyak minyak goreng.Celup bawang dalam bumbu basah kemudian balur dengan bumbu kering, sisihkan. Lakukan hingga semua bawang habis.Goreng hingga berwarna coklat keemasan. Tiriskan.Sajikan dengan taburan parsley.1. Pastikan minyak benar-benar panas ketika menggoreng.","['lada', 'kering', 'bubuk', 'parsley', 'putih telur', 'tepung tapioka', 'hitam', 'bawang bombay', 'tepung', 'serbaguna']"
961,Resep Fettucini Carbonara,https://resepkoki.id/resep/resep-fettucini-carbonara/," Pasta fettucini   -  150 gram Smoked beef, potong kotak  -  3 lembar Telur  -  1 butir Susu cair tawar  -  1 cup Keju parmesan, parut  -  4 sdm Bawang putih, cincang  -  3 siung Mentega  -  2 sdm Lada hitam  -  1 sdt Rosemary  -  1/2 sdt Thyme  -  1/2 sdt Minyak  -  1 sdm Garam  -  secukupnya Lihat Resep Versi  ","Rebus pasta dengan 1 sdm minyak hingga mencapai kekenyalan yg diinginkan sekitar 6-7 menit. Angkat kemudian tiriskan. Sisihkan.Dalam 1 mangkuk, campur telur, susu, krim masak, keju, rosemary, thyme, lada hitam, dan garam. Aduk hingga merata. SisihkanPanaskan mentega di wajan, tumis bawang bombay hingga harum.Masukkan smoked beef. Aduk-aduk.Masukkan campuran dalam mangkuk, aduk cepat hingga mengental. Sesuaikan rasanya.Terakhir masukkan pasta. Aduk cepat sebentar saja. Angkat.Sajikan","['mentega', 'smoked beef', 'pasta', 'lada', 'telur', 'thyme', 'hitam', 'bawang putih', 'tawar', 'keju parmesan', 'rosemary', 'fettucini', 'susu']"
962,Resep Kentang Goreng (French Fries & Potato Wedges),https://resepkoki.id/resep/resep-kentang-goreng-french-fries-potato-wedges/," Kentang, besar  -  4 buah Minyak goreng  -  1 sdm Garam  -  1 sdt Parsley  -  secukupnya Minyak zaitun  -  2 sdm Bawang putih bubuk atau garlic powder  -  1 sdt Lada hitam / Black pepper  -  1 sdt Garam  -  1/2 sdt Bubuk cabai / Chili powder  -  1 sdt Parsley, cincang halus  -  1/2 sdt Rosemary, cincang halus  -  1/2 sdt","Ambil 2 buah kentang, potong memanjang untuk french fries. Sisanya, potong masing-masing dengan membelah menjadi 6 bagian untuk potato wedges.Panaskan air dalam panci. Tambahkan 1 sdm minyak dan 1 sdt garam. Setelah mendidih masukkan kentang dan rebus selama 20 menit. Angkat dan tiriskan.Susun kentang dalam wadah dan usahakan jangan saling bertumpuk. Masukkan ke dalam freezer selama 1 malam.Panaskan minyak banyak. Goreng kentang dalam minyak yang sudah benar-benar panas, gunakan api sedang.Goreng hingga berkulit dan kecoklatan. Angkat.Ketika panas, untuk french fries, tabur dengan garam, parsley, dan keju parmesan. Sementara untuk potato wedges, oles dengan campuran bumbu khususnya.Sajikan.","['garlic', 'lada', 'bubuk', 'pepper', 'parsley', 'powder', 'bawang putih bubuk', 'chili', 'hitam', 'cabai', 'black', 'kentang', 'rosemary', 'zaitun']"
963,Resep Puding Lumut,https://resepkoki.id/resep/resep-puding-lumut/," Agar-agar putih  -  1 bungkus Gula pasir  -  100 gram Santan kental (1/2 butir kelapa)  -  125 ml Jus pandan (20 helai daun pandan diblender dengan 100ml air, saring dan peras airnya)  -  100 ml Garam  -  1/4 sdt Telur, kocok lepas  -  1 butir Agar-agar putih  -  1 bungkus Susu cair tawar  -  800 ml Gula pasir  -  100 gram Garam   -  1/4 sdt","Campur semua bahan utama di atas dalam panci.Masak dengan api sedang. Aduk terus perlahan karena adonan ini mudah gosong.Setelah mendidih, kecilkan api dan biarkan mendidih sebentar hingga terbentuk ‘lumut’ dengan sendirinya.Matikan api kemudian tuang dalam cetakan. Biarkan dingin.Campur semua bahan pudding susu dalam panci.Masak dengan api sedang sambil terus diaduk perlahan hingga mendidih.Matikan api. Tuang adonan pudding susu di atas lapisan pudding lumut yang sudah agak mengeras tadi.","['kelapa', 'hela', 'jus', 'telur', 'daun pandan', 'diblender', 'santan', 'pandan', 'putih', 'tawar', 'susu', 'kental']"
964,Resep Bakpia Teflon Khas Yogyakarta,https://resepkoki.id/resep/resep-bakpia-teflon-khas-yogyakarta/, Tepung terigu protein sedang  -  250 gram Minyak goreng  -  125 ml Gula halus  -  50 gram Garam  -  1/2 sdt Tepung terigu protein sedang  -  100 gram Minyak goreng  -  50 ml Kacang hijau kupas  -  150 gram Gula pasir  -  75 gram Minyak goreng  -  2 sdm Garam  -  1/4 sdt Daun pandan  -  2 lembar Air  -  50 ml,"1. Rendam kacang hijau kupas dengan air selama 3 jam.1. Campur semua bahan I, uleni hingga rata dan kalis.1. Gunakan teflon dengan penutup atau menggunakan double pan supaya bakpia yang dihasilkan bisa matang sempurna. GM Bear Set Panci Merah isi 3 pcs (Lihat di Lazada DISKON) tersedia dalam tiga set paket yang terdiri dari 1 panci (Diameter: 24cm), 1 fry pan (Diameter: 24cm) dan 1 sauce pan (Diameter: 18cm) dengan keunggulan anti lengket dan dilengkapi dengan tutup kaca yang anti panas.","['kacang hijau', 'daun pandan', 'tepung terigu']"
965,Resep Semur Jengkol Betawi,https://resepkoki.id/resep/resep-semur-jengkol-betawi/, Jengkol  -  500 gram Tomat  -  1 buah Kayu manis  -  4 cm Kecap manis (sesuai selera)  -  6 sdm Bumbu kaldu  -  1/2 sdt Garam  -  secukupnya Gula  -  secukupnya Bawang merah  -  7 siung Bawang putih  -  4 siung Kemiri  -  2 butir Merica  -  1/2 sdt Ketumbar  -  1 sdt Jintan  -  1/4 sdt Cengkeh  -  3 buah,"Rebus jengkol sampai matang selama kurang lebih 2 jam. Buang kulitnya, belah, dan pipihkan. Sisihkan.Tumis bumbu halus, kayu manis, dan daun salam sampai harum, kemudian tambahkan air.Masukkan jengkol. Tambahkan kecap manis, bumbu kaldu, dan garam.Masak hingga empuk, matang, dan kuahnya mengental.1. Pilih jengkol yang tua agar bisa matang sempurna.","['kaldu', 'kayu manis', 'kecap manis', 'kemiri', 'cengkeh', 'tomat', 'jintan', 'bawang putih', 'bawang merah', 'jengkol', 'merica', 'ketumbar']"
966,Resep Pesmol Ikan Nila,https://resepkoki.id/resep/resep-pesmol-ikan-nila/," Ikan nila, cuci bersih  -  500 gram Serai  -  2 batang Daun salam  -  2 lembar Cabai rawit merah  -  10 buah Air   -  150 ml Kaldu ayam  -  1/2 sdt Garam  -  secukupnya Gula  -  secukupnya Bawang merah  -  8 siung Bawang putih  -  4 siung Kemiri  -  2 butir Kunyit  -  2 cm Jahe  -  2 cm","Panaskan minyak banyak kemudian goreng ikan nila sampai kuning kecoklatan. Angkat dan sisihkan.Tumis bumbu halus, lengkuas, serai, dan daun salam hingga harum dan matang.Tambahkan air, masak hingga bumbu matang.Masukkan cabai rawit, kaldu ayam, garam, dan gula. Sesuaikan rasanya.Masukkan ikan nila, masak sampai bumbunya meresap dan airnya menyusut.Angkat dan sajikan.1. Pilih ikan nila yang benar-benar segar.","['cabai rawit merah', 'kaldu ayam', 'daun salam', 'ikan nila', 'jahe', 'kemiri', 'kunyit', 'bawang putih', 'bawang merah', 'serai']"
967,Resep Tumis Capcay,https://resepkoki.id/resep/resep-tumis-capcay/," Bawang putih, cincang  -  6 siung Bunga kol  -  1 buah Pokcoy / sawi hijau  -  5 batang Jamur kancing  -  10 buah Jagung muda / putren  -  5 buah Kol  -  100 gram Daging ayam  -  150 gram Udang  -  150 gram Bakso ikan  -  6 buah Tomat, iris besar  -  1 buah Saos tomat  -  1 sdm Kecap ikan  -  1 sdm Minyak wijen  -  1 sdm","Semua sayuran dan bahan hewani potong-potong sesuai selera. Cuci bersih dan sisihkan.Panaskan wajan dan beri minyak secukupnya.Tumis bawang putih hingga harum dan berubah warna.Masukkan daging ayam, tumis hingga matang. Kemudian masukkan bakso ikan dan udang, tumis kembali.Masukkan sisa bahan A, aduk hingga merata. Tambahkan sedikit air.Terakhir, masukkan semua bahan B. Tumis hingga semua sayur matang.Angkat dan siap sajikan.","['muda', 'pokcoy', 'ikan', 'wijen', 'putren', 'kol', 'bakso', 'jagung', 'saos', 'jamur kancing', 'kecap ikan', 'hijau', 'ayam', 'bawang putih', 'udang', 'tomat', 'sawi', 'bunga kol']"
968,Resep Sop Iga Sapi,https://resepkoki.id/resep/resep-sop-iga-sapi/," Iga Sapi  -  1 kg Kentang, potong dadu besar  -  3 buah Wortel, potong dadu besar  -  4 buah Bawang putih, iris  -  5 siung Bawang bombay, iris  -  1 buah Lengkuas  -  2 ruas Jahe  -  1 ruas  Daun salam  -  4 lembar Kayu manis  -  4 cm Pekak / bunga lawang  -  5 buah Kapulaga  -  10 buah Pala, digeprek  -  2 buah Garam   -  2 sdt Gula   -  1/2 sdt Merica   -  1/2 sdt","Masak air banyak dalam panci, kemudian rebus iga sapi hingga mendidih beberapa saat. Buang rebusan airnya. Tambahkan air kemudian rebus kembali. Sisihkan sembari merebusTumis bawang merah, bawang putih, dan bawang bombay hingga harum. Kemudian masukkan jahe & lengkuas, tumis sebentar kembali.  Masukkan tumisan bumbu ke dalam rebusan iga sapi. Aduk hingga merata.Masukkan wortel dan kentang. Aduk.Masukkan sisa bumbu: daun salam, kayu manis, pekak, kapulaga, dan pala. Aduk.Masukkan garam, gula, merica, dan penyedap. AdukMasak hingga daging iganya empuk. Sesuaikan rasanya.","['iga sapi', 'pala', 'lengkuas', 'daun salam', 'kayu manis', 'jahe', 'bunga lawang', 'bunga lawang', 'bawang putih', 'bawang bombay', 'wortel', 'kentang', 'merica', 'kapulaga']"
969,Resep Tumis Jamur,https://resepkoki.id/resep/resep-tumis-jamur/," Jamur kancing, dibelah menjadi dua  -  200 gram Jagung muda atau putren, potong  -  100 gram Bawang merah, iris  -  7 siung Daun salam  -  2 lembar Ikan teri medan (optional)  -  Segenggam cabai rawit utuh  -  secukupnya Garam  -  1/2 sdt Merica  -  1/3 sdt Penyedap  -  1/3 sdt Lihat Resep Versi  ","Panaskan wajan dan beri minyak secukupnya.Tumis bawang merah dan teri hingga berubah warna.Masukkan cabe rawit, lengkuas, dan daun salam. Tumis kembali.Masukkan jagung muda dan jamur. Tambahkan sedikit air. Aduk hingga merata.Tambahkan garam, gula, merica, dan penyedap. Sesuaikan rasanya.Masak hingga matang. Angkat dan sajikan.Jika ingin lebih pedas, bisa menambahkan cabe merah yang sudah dihaluskan.","['sedap', 'muda', 'putren', 'jagung', 'daun salam', 'medan', 'jamur kancing', 'ikan teri', 'cabai rawit', 'bawang merah', 'merica']"
970,Resep Ayam Balado,https://resepkoki.id/resep/resep-ayam-balado/," Ayam, dipotong menjadi 6 bagian  -  1/2 ekor cabai merah keriting  -  20 biji Bawang merah  -  6 siung Daun salam   -  2 lembar Serai  -  1 batang Jahe, geprek  -  1 cm Garam  -  1/2 sdt Minyak  -  5 sdm Minyak untuk menggoreng  -  secukupnya Bawang putih  -  5 siung Ketumbar  -  1 sdt Garam  -  1/2 sdt","Ayam dimasak ungkep terlebih dulu dengan bumbu halus yang ditambah sedikit air.Tambahkan daun salam, serai, jahe, lengkuas. Aduk rata.Masak selama kira-kira 15 menit. Angkat dan sisihkan hingga dingin.Panaskan minyak banyak untuk menggoreng. Goreng ayam hingga berubah warna menjadi coklat keemasan. Tiriskan dan sisihkan.Giling kasar cabe, bawang merah, dan tomat.Panaskan minyak. Tumis sambal balado. Aduk-aduk hingga wangi dan matang.Masukkan ayam ke dalam tumisan sambal. Aduk hingga bumbunya merata.","['cabai merah keriting', 'ayam', 'daun salam', 'biji', 'jahe', 'bawang putih', 'bawang merah', 'serai', 'ketumbar']"
971,Resep Dendeng Balado,https://resepkoki.id/resep/resep-dendeng-balado/," Daging has dalam, utuh tanpa dipotong  -  200 gram Bawang merah   -  6 siung cabai merah keriting  -  15 biji Cuka masak   -  1 sdt Jahe, geprek  -  1 cm Lengkuas, geprek  -  1 cm Serai  -  1 batang Daun salam  -  2 lembar Asam kandis  -  1 keping Garam  -  1/2 sdm Air   -  1 gelas Minyak   -  3 sdm Minyak untuk menggoreng  -  Bawang putih  -  5 siung Ketumbar - 1 sdt Kemiri - 2 butir Garam - 1/2 sdm","Taruh potongan daging di panci. Masukkan bumbu halus, air, jahe, lengkuas, serai, daun salam, dan asam kandis. Aduk hingga rata. Rebus atau ungkep dengan api sedang hingga air tinggal sedikit.Matikan api dan diamkan daging hingga 1 jam.Potong daging tipis-tipis mengikuti seratnya.Panaskan minyak banyak. Goreng irisan daging hingga garing dan berwarna coklat kehitaman. Angkat dan tiriskan. Sisihkan.Giling kasar bawang merah, cabe, dan tomat.Panaskan minyak. Tumis sambal balado. Aduk-aduk hingga wangi dan matang.Tambahkan garam dan cuka. Aduk dan masak hingga memerah. Angkat.","['has', 'daging sapi', 'cabai merah keriting', 'lengkuas', 'daun salam', 'masak', 'biji', 'jahe', 'kemiri', 'asam kandis', 'cuka', 'bawang putih', 'bawang merah', 'serai', 'ketumbar']"
972,Resep Mie Goreng Jawa,https://resepkoki.id/resep/resep-mie-goreng-jawa/," Mie telur, seduh  -  250 gram Ayam, goreng / rebus kemudian suwir  -  1 paha Telur  -  2 butir Udang  -  2 buah (opsional) Kol, iris kasar  -  2 lembar Sawi hijau, iris kasar  -  3 lembar Tomat, potong jadi 3 bagian  -  1/2 buah Daun bawang, iris serong  -  2 batang Kaldu ayam  -  50 ml Garam  -  1/2 sdt Penyedap  -  1/2 sdt Kecap manis  -  3  Bawang putih  -  3 siung Kemiri  -  1 butir Merica - 1/4 sdt Ebi - 1/2 sdm","Tumis bumbu halus hingga harum dan matang, sisihkan di pinggir wajan.Masukkan telur, buat orak arik kasar.  Masukkan ayam, bakso, udang, dan sayuran (kol, sawi, tomat, daun bawang). Aduk rata.Masukkan cairan kaldu. Tambahkan sedikit air. Masak hingga mendidih.Terakhir masukkan mie dan semua bumbu lain (garam, penyedap, kecap).Aduk rata, masak hingga bumbu meresap, dan matang.Angkat dan sajikan mie goreng bersama pelengkap.","['telur ayam', 'sedap', 'merica', 'kaldu ayam', 'kol', 'telur', 'ebi', 'mie', 'kecap manis', 'daun bawang', 'kemiri', 'paha', 'udang', 'hijau', 'tomat', 'bawang putih', 'sawi']"
973,Resep Tongseng Ayam,https://resepkoki.id/resep/resep-tongseng-ayam/," Dada ayam, potong dadu besar  -  250 gram Kol, potong kasar  -  2 lembar Tomat merah, iris kasar  -  1 buah Santan Kental (Opsional)  -  50 ml Kecap manis  -  5 sdm Cabai rawit  -  10 biji Lada bubuk  -  1/2 sdt Bubuk kari  -  1 sdt Garam  -  1 sdt Gula   -  1/2  HALUS: Bawang merah  -  6 siung Bawang putih  -  3 siung Ketumbar  -  1/2 sdt Jintan  -  1/2 sdt","Panaskan sedikit minyak. Tumis kayu manis, cengkeh dan pala hingga harum.Masukkan bumbu halus, daun salam, serai, dan lengkuas. Aduk rata. Masak sampai bumbu matang.Masukkan ayam. Aduk rata.Masukkan kecap, bubuk kari, lada, garam, dan gula. Aduk rata.Tuang air dan tambahkan santan jika suka, masak hingga mendidih sambil sesekali diaduk.Setelah ayam matang dan empuk, masukkan kol, tomat, dan cabai rawit. Masak sebentar. Sesuaikan rasanya.Angkat dan siap disajikan.","['lada bubuk', 'bubuk kari', 'kol', 'dada ayam', 'santan', 'kecap manis', 'cabai rawit', 'biji', 'tomat', 'jintan', 'bawang putih', 'bawang merah', 'merah', 'ketumbar', 'kental']"
974,Resep Puding Ombre Ubi Ungu,https://resepkoki.id/resep/resep-puding-ombre-ubi-ungu/," Agar-agar  -  1 bungkus Ubi ungu, kukus  -  150 gram Santan (dari 1/2 butir kelapa)  -  700 ml Vanili bubuk (1 sachet kecil)  -  2 gram Garam  -  1/2 sdt Air hangat  -  150 ml","Blender ubi ungu dan air hangat. Saring hingga menjadi pasta halus kemudian sisihkan.Campur gula pasir, garam, vanilli, dan agar-agar bubuk. Aduk rata.Tuang santan, aduk hingga rata.Bagi menjadi 3 bagian cairan agar-agar.Ambil satu bagian cairan agar-agar, beri 6 sdm pasta ubi ungu, aduk rata. Masak dalam panci hingga mendidih. Angkat kemudian tuang ke dalam cetakan. Biarkan hingga setengah mengeras.Ambil satu bagian cairan agar-agar, beri 3 sdm pasta ubi ungu, aduk rata. Masak dalam panci hingga mendidih. Tuang ke atas lapisan pertama tadi yang sudah mengeras (lapisan sudah mulai mengeras ditandai dengan, apabila disentuh jari, permukaannya tidak lengket tapi bagian dalamnya masih basah). Biarkan kembali hingga setengah mengeras.Ambil satu bagian terakhir cairan agar-agar, beri 1 sdm pasta ubi ungu, aduk rata. Masak hingga mendidih. Tuang ke atas lapisan kedua tadi.","['vanili', 'kelapa', 'bubuk', 'santan', 'ubi ungu']"
975,Resep Sambal Goreng Kering Teri Kacang,https://resepkoki.id/resep/resep-sambal-goreng-kering-teri-kacang/," Teri nasi Medan  -  100 gram Kacang tanah  -  100 gram Daun jeruk, sobek  -  2 lembar Lengkuas, memarkan  -  3 cm Air asam jawa  -  1 sdm Gula pasir  -  1/2 sdt Garam  -  1 sdt Minyak  -  4 sdm Minyak untuk menggoreng  - Cabai merah keriting  -  12 biji Bawang merah  -  4 siung Bawang putih  -  2 siung Lihat Resep Versi  ","Bilas teri dengan air mengalir untuk mengurangi rasa asin. tiriskan hingga kering.Panaskan minyak secukupnya, goreng ikan teri hingga matang berwarna kecoklatan dan renyah. Sisihkan. Selanjutnya, goreng kacang tanah hingga matang. Sisihkan.Panaskan minyak. Tumis bumbu halus bersama daun salam, daun jeruk, dan lengkuas. Aduk hingga harum.Masukkan gula, garam, dan air asam. Masak hingga sambal benar-benar matang. Sesuaikan rasanya. Matikan api.Masukkan kacang tanah dan teri goreng. Aduk rata hingga semua terbalut sambal.Sajikan atau simpan dalam wadah kedap udara agar tetap renyah dan tahan lama.1. Agar hasilnya renyah dan kriuk, masukkan teri dan kacang ketika sambal benar-benar telah dingin, kemudian aduk rata.","['kacang tanah', 'cabai merah keriting', 'teri nasi medan', 'daun jeruk', 'asam jawa', 'lengkuas', 'biji', 'bawang putih', 'bawang merah']"
976,Resep Pecel Lele,https://resepkoki.id/resep/resep-pecel-lele/," Ikan lele, kerat badannya  -  3 ekor Minyak goreng untuk menggoreng ikan  -  secukupnya Kunyit  -  1/2 ruas Garam  -  1/4 sdt cabai rawit  -  10 buah cabai besar  -  3 buah Bawang merah  -  3 siung Tomat  -  1 buah Terasi  -  1/2 sdt Gula merah  -  1/2 sdm Minyak untuk menggoreng  -  3 sdm Garam  -  secukupnya","Haluskan semua bumbu untuk ikan, lalu lumuri seluruh bagian ikan. Diamkan sesaat, baru goreng hingga garing atau sesuai selera. Tiriskan ikan.Goreng semua bahan sambal, aduk rata. Pastikan terasi telah masak dan gula merah telah mencair. Matikan api kompor, diamkan sebentar.Uleg atau blender semua bahan sambal dalam keadaan hangat, sekaligus minyaknya juga. Giling hingga jangan terlalu halus dan sajikan dalam mangkuk sambal saji.Hidangkan ikan lele goreng bersama dengan sambal dan lalapan, juga bersama nasi panas.1. Bagi yang geli memegang ikan lele karena berlendir, bisa taburi badan ikan dengan abu gosok lalu di-urut kebawah supaya lendirnya hilang terbawa abu gosok.","['bawang merah', 'terasi', 'badan', 'cabai rawit', 'kunyit', 'tomat', 'cabai', 'ikan lele', 'merah', 'ikan']"
977,Resep Ayam Pop,https://resepkoki.id/resep/resep-ayam-pop/," Ayam muda, potong 4 bagian, buang kulitnya  -  1 ekor Jeruk nipis  -  1/2 buah Air kelapa  -  800 ml Serai  -  1 batang Merica bubuk  -  1 sdt Gula pasir  -  1 sdm Minyak, untuk menggoreng  -  secukupnya Jahe, memarkan  -  3 cm Bawang putih, geprek iris kasar  -  6 siung Garam  -  2 sdt Cabai merah keriting  -  10 buah Cabai rawit  -  3 buah Tomat  -  2 buah Bawang merah  -  6 butir","Lumuri ayam dengan air perasan jeruk nipis, biarkan 10-15 menit.Masukkan ke dalam wajan: Air kelapa, bawang putih halus, jahe, daun salam, serai, garam, merica dan gula pasir. Aduk agar tercampur rata.Masukkan ayam, masak sampai ayam matang (ayam muda cepat matangnya, sekitar 20 menit).Sambil menunggu ayam matang, siapkan sambalnya. Goreng cabai merah, cabai rawit, bawang merah, tomat sampai layu, angkat dan biarkan agak dingin.Blender bahan sambal beserta minyaknya dan beri air. Lalu tumis dan beri dengan garam. Masak sambal sampai bumbu harum dan meletup - letup. Sisihkan.Panaskan minyak (sampai cukup hangat, jangan terlalu panas), goreng ayam sebentar sambil disiram-siram minyak, angkat dan tiriskan.Sajikan ayam pop dengan sambal dan lalapan.","['muda', 'kelapa', 'cabai merah keriting', 'ayam', 'serai', 'jeruk nipis', 'merica bubuk', 'cabai rawit', 'jahe', 'tomat', 'bawang putih', 'bawang merah', 'kulit']"
978,Resep Perkedel Tahu,https://resepkoki.id/resep/resep-perkedel-tahu/," Tahu putih atau tahu kuning (sesuai selera), haluskan  -  300 gram Bawang putih, haluskan  -  2 siung Telur  -  1 butir Tepung terigu  -  1 sdm Garam  -  1/2 sdt Merica  -  1/4 sdt","Aduk rata semua bahan-bahan.Bentuk bulat atau lonjong dengan bantuan sendok. Lakukan hingga semua adonan habis.Goreng tahu di minyak panas dan banyak, gunaka api sedang. Goreng sampai matang, tiriskan.Sajikan selagi hangat.1. Gunakan tahu dengan kualitas baik, supaya perkedel tidak gampang hancur.","['tepung terigu', 'tahu putih', 'telur', 'tahu kuning', 'bawang putih', 'merica']"
979,Resep Tahu Isi,https://resepkoki.id/resep/resep-tahu-isi/," Tahu kulit segitiga  -  10 buah Minyak goreng  -  secukupnya Kol, iris halus  -  5 lembar Daun bawang, rajang halus  -  1 batang Kaldu ayam bubuk  -  1/2 sdt Garam  -  1/2 sdt Minyak goreng  -  1 sdm Bawang putih  -  2 siung Merica butiran  -  1/2 sdt Tepung terigu protein rendah  -  100 gram Tepung beras  -  2 sdm Kaldu bubuk  -  1/2 sdt","Buat Bahan Isi: Iris halus kol, potong korek api wortel, dan rajang halus daun bawang. Sisihkan.Uleg bumbu halus untuk bahan isi. Panaskan 1 sdm minyak goreng, lalu tumis bumbu halus hingga harum.Masukkan wortel, aduk sampai setengah matang. Masukkan irisan kol, aduk lagi sampai layu. Beri garam, kaldu bubuk, dan daun bawang, aduk rata, matikan api, sisihkan. Biarkan panasnya hilang.Belah tahu tanpa putus, keruk sedikit isinya dengan pisau agar berongga.Isi tahu dengan tumisan sayuran, lakukan sampai adonan habis.Buat Tepung Pelapis: Ulek bawang putih, kunyit dan ketumbar pada bahan bumbu pelapis. Pindahkan di mangkok besar, campur dengan tepung terigu, tepung beras, bumbu halus, garam, lalu beri air, aduk rata sampai tidak ada yang menggumpal. Celupkan tahu ke adonan tepung sampai terbalut merata.Panaskan minyak agak banyak. Ambil tahu yang sudah diisi, celupkan ke bahan tepung sampai terbalut merata.","['tepung terigu', 'kol', 'daun bawang', 'kaldu ayam bubuk', 'segitiga', 'bawang putih', 'kaldu bubuk', 'tahu kulit', 'merica', 'tepung beras']"
980,Resep Cinnamon Roll,https://resepkoki.id/resep/resep-cinnamon-roll/," Tepung terigu protein tinggi  -  125 gram Tepung terigu protein sedang  -  125 gram Gula pasir  -  30 gram Garam  -  2 gram Mentega tawar  -  30 gram 2 kuning telur dan susu uht plain  -  150 ml Mentega tawar  -  3 sdm Palm sugar  -  4 sdm Gula pasir  -  1 sdm Bubuk kayu manis  -  1,5 sdm Kismis  -  secukupnya Mentega tawar  -  2 sdm, Air perasan lemon - 1 sdm, Gula halus - 50 gram, Susu kental manis - 1 sdm Mentega - 1 sdm, Cream cheese - 3 sdm, Gula halus - 1 sdm, Susu kental manis - 1 sdm Mentega tawar - 2 sdm, Susu cair - 1 sdm, Gula halus - 50 gram","1. Tuang bahan isian/ filling dalam satu wadah, kecuali kismis. Campur rata dengan menggunakan sendok atau spatula. Sisihkan.1. Adonan dikatakan  kalis elastis jika adonan ditarik melebar bisa tipis, transparan dan tidak putus.","['plain', 'mentega', 'lemon', 'tepung terigu', 'cream cheese', 'susu kental manis', 'palm sugar', 'bubuk', 'kismis', 'kayu manis', 'kuning telur', 'tawar', 'susu uht', 'susu']"
981,Resep Roti Tawar,https://resepkoki.id/resep/resep-roti-tawar/, Tepung terigu protein tinggi  -  280 gram Tepung terigu protein sedang  -  50 gram Gula pasir  -  40 gram Garam  -  2 gram Mentega tawar  -  40 gram 1 butir telur dan susu uht plain  -  210 ml Susu uht plain  -  1 sdm Wijen  -  secukupnya,"Campur tepung, gula pasir, dan ragi dalam mangkok. Aduk rata.Masukkan garam, telur dan susu, aduk rata.Masukkan mentega tawar. Uleni hingga kalis elastis.Giling adonan lalu gulung dan letakkan dalam loaf pan ukuran 20 x 10 x 10 cm yang dindingnya telah dioles mentega tipis-tipis.Biarkan adonan mengembang selama 60 menit.Siapkan oven suhu 180ºC.Beri olesan susu pada permukaan roti sebelum dipanggang dan beri taburan wijen.","['plain', 'mentega', 'wijen', 'tepung terigu', 'telur', 'tawar', 'susu uht']"
982,Resep Kue Kacang,https://resepkoki.id/resep/resep-kue-kacang/, Kacang tanah kupas yang sudah disangrai  -  125 gram Tepung terigu protein rendah  -  200 gram Minyak nabati  -  100 gram Garam  -  1/2 sdt Vanili bubuk  -  1/8 sdt Kuning telur  -  1 butir Susu cair  -  1 sdm Kacang tanah kupas yang sudah disangrai  -  4 sdm Gula merah  -  1 sdm Gula pasir  -  1 sdm,"Masukkan bahan taburan dalam chopper, lalu blender kasar. Sisihkan.Blender kacang tanah dan minyak hingga membentuk pasta kacang.Dalam wadah lain, campur tepung terigu, gula halus, garam, vanili, tambahkan pasta kacang. Aduk rata dengan menggunakan spatula. Adonan akan terlihat lembek.Tutup wadah berisi adonan kacang dengan plastic wrap. Simpan di kulkas selama 2 jam.Setelah 2 jam, timbang adonan @15 gram, bulatkan lalu letakkan dalam Loyang yang telah di oles dengan mentega tipis-tipis. Tekan adonan dengan garpu lalu olesi dengan kuning telur dan taburi dengan bahan taburan. Lakukan sampai semua adonan habis.Panaskan oven 170°C.Panggang adonan selama 20-25 menit. Angkat, dinginkan dan siap untuk disajikan.","['vanili', 'tepung terigu', 'kacang tanah', 'bubuk', 'kuning telur', 'nabati', 'merah', 'susu']"
